Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
"জামাত জাতীয় বাটপারের দলে পরিনত হয়েছে, এতদিন লাপাইছে পিআর নিয়ে সেটার কাজ হয়নি এখন আনেছে গনভোট",2,2,2,3,2
পাকিস্তানী দল।,2,2,2,3,2
ধর্মব্যাবসায়ী,2,2,2,3,2
"যারা উপরে ইসলামের বয়ান দেয় কিন্তু নিজেই পরিপূর্ণ মানে না,তাদেরকে আল্লাহ কখনোই ক্ষমা করবে নাহ, তাই আগে অন্তর ঠিক করতে হবে।।",2,2,2,3,2
"মুনাফেকের প্লাটফর্ম থেকে আবার মানুষকে হেদায়েত দিচ্ছে ,,, আগে নিজেরা ঠিক হও",2,2,2,3,2
মন্দ কাজের চাইতেও আরো নিকৃষ্ট কাজ করো তোমরা জুমাইত্যারা পুজা মন্ডপে গিয়ে গীতা পাট করা,2,2,2,3,2
জামাত শিবির ৭১ এ অন্যায় করে এখন ক্ষমা চাই,2,2,2,3,2
যারা মানুষের ঈমান নিয়ে ছিনিমিনি খেলে আল্লাহ তাদের থেকে আমাদেরকে হেফাজত করুন,2,2,2,3,2
যারা রোজা আর পুজা কে মিশ্রিত করে হিন্দুর পুজায় উলু ধ্বনি দেয় এদের চেয়ে বড় মোনাফেক্ব আর শিরককারী নাই,2,2,2,3,2
জামাতের জন্মই পাপের মধ্যে,2,2,2,3,2
আল্লাহ তুমি আমাদের কে জামাতের ফেতনা থেকে রক্ষা করিও আমিন।,2,2,2,3,2
তোমার আমাদের পবিত্র ধর্মটাকে নিয়ে আর মিথ্যা রটাইয়ো না।,2,2,2,3,2
সাধারন মানুষ মৃত্যু উপস্থিত হলে তওবা করে আর জামাত নির্বাচন আসলে।,2,2,2,3,2
"নির্বাচনের আগে যারা একাত্তরের মুক্তিযুদ্ধের বিরুদ্ধে ছিল, তাদের বিচার হওয়া উচিত",2,2,2,3,2
বাংলাদেশের জনগণ কে বিভক্ত করার মিশনে নেমেছে জামায়াত।,2,2,2,3,2
জামায়াতের স্ট্যান্ড বাজী দল জন্মের পর থেকেই বিতর্কিত।,2,2,2,3,2
স্বাধীনতা বিরোধী অপশক্তি যতই চেষ্টা করুক ষড়যন্ত্র করে কোন লাভ হবে না।,2,2,2,3,2
জামাত মানেই দেশের শত্রু,2,2,2,3,2
জামাত হটাও ঈমান বাঁচাও৷,2,2,2,3,2
ভন্ড শিবির,2,2,2,3,2
জামাত কোন ইসলামিক সংগঠন না জামাত হচ্ছে একটা মুনাফেকের সংগঠন.,2,2,2,3,2
ইসলামি বাদ দিয়ে হিন্দু উপাদি লাগান তাহলে হিন্দুদের ভোট পাবেন।,2,2,2,3,2
এদেশের মানুষের দুর্ভাগ্য যে এদেশে জামাতের মত একটা ধান্দাবাজ রাজনৈতিক দল রয়েছে।,2,2,2,3,2
জামায়াত দ্বারা ইসলাম কায়েম হবে না।,2,2,2,3,2
৭১রে যারা বাংলাদেশের স্বাধীনতা বিরুধি ছিলো তাদের নিষিদ্ধ করা সময়ের দাবী,2,2,2,3,
জামায়াত ইসলাম ধংস কারী দল,2,2,2,3,2
একাত্তরের গণহত্যকারী দল,2,2,2,3,2
জামাত মানে ভন্ড আল বদর বাহিনী,2,2,2,3,2
গীতা পাঠের জন্য ব্রাহ্মণের প্রয়োজন নেই জামাত কর্মী যথেষ্ট,2,2,2,3,2
২ লাখ নারীর ইজ্জত হরণ ও ৩০ লাখ মানুষকে হত্যার দায়ে গণহত্যাকারী জামায়াতে ইসলামীকে নিষিদ্ধ করার গণভোট চাই।,2,2,2,3,2
১৯৭১ সালের মা-বোনদের ইজ্জতের হিসাবটা আগে দিয়ে তারপর গণভোট,2,2,2,3,
"নিন্দা তো আপনাদের প্রতি, কোরআন তালিমের নামে ভোটা চাওয়ার কাজ করান আপনাদের নারী নেত্রীদের দিয়ে।",2,2,2,3,2
কোরআন শিক্ষার নামে ভোট চাওয়া স্রেপ বাটপারি ছাড়া আর কিছু নয়,2,2,2,3,2
"বিগত বছরে এই কোরআন তালিম কোথায় গিয়েছিল, তালিমের নামে ভোট চাইতেছেন ভন্ডামি করতেছেন ইসলামের নামে",2,2,2,3,2
"ইসলামি দাওয়াতি কাজ চলছে না, ঐখানে ধর্মের নামে নির্বাচনী দাওয়াতি কাজ চলছে",2,2,2,3,2
"যারা এ দেশে স্বাধীনতা চায় নাই, পাক হানাদার বাহিনি গনহত্যায় সহযোগিতা করেছে তারা এদেশে রাজনীতি করতে পারবে কিনা? এটার গনভোট হওয়া দরকার।",2,2,2,3,2
"জামাত হলো সেই ইসলাম, যারা পূজা ও রোজা এক মনে করে",2,2,2,3,2
জামাতচুদি,2,2,2,4,2
রাজাকারের বাচ্চা,2,2,2,4,2
